seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr11	14521030	14521179	150	*	X04016	1315	14479049	14521441	42393	-	0	inside	261	COPB1
chr11	16759282	16759371	90	*	X04022	10944	16760148	16779901	19754	+	776	upstream	776	C11orf58
chr11	17035579	17035668	90	*	X04026	144100	16800548	17035963	235416	-	0	inside	294	PLEKHA7
chr11	17035951	17036055	105	*	X04027	144100	16800548	17035963	235416	-	0	overlapStart	0	PLEKHA7
chr11	17037061	17037135	75	*	X04028	144100	16800548	17035963	235416	-	1097	upstream	1097	PLEKHA7
chr11	17230715	17230849	135	*	X04029	5286	17099277	17229530	130254	-	1184	upstream	1184	PIK3C2A
chr11	17373582	17373716	135	*	X04031	374383	17373309	17398868	25560	+	0	inside	272	NCR3LG1
chr11	17410655	17410714	60	*	X04034	3767	17406796	17410878	4083	-	0	inside	163	KCNJ11
chr11	17410895	17411029	135	*	X04035	3767	17406796	17410878	4083	-	16	upstream	16	KCNJ11
chr11	17411045	17411149	105	*	X04036	3767	17406796	17410878	4083	-	166	upstream	166	KCNJ11
chr11	17756177	17756281	105	*	X04037	3746	17757495	17804602	47108	+	1213	upstream	1213	KCNC1
chr11	17756391	17756401	11	*	X04038	3746	17757495	17804602	47108	+	1093	upstream	1093	KCNC1
chr11	17756497	17756510	14	*	X04039	3746	17757495	17804602	47108	+	984	upstream	984	KCNC1
chr11	17756807	17756956	150	*	X04040	3746	17757495	17804602	47108	+	538	upstream	538	KCNC1
chr11	17756961	17757104	144	*	X04041	3746	17757495	17804602	47108	+	390	upstream	390	KCNC1
chr11	18034131	18034355	225	*	X04043	26297	17809597	18034637	225041	-	0	inside	281	SERGEF
chr11	18127373	18127462	90	*	X04044	113174	18101890	18127638	25749	-	0	inside	175	SAAL1
chr11	18344326	18344400	75	*	X04045	11234	18300217	18343721	43505	-	604	upstream	604	HPS5
chr11	18416037	18416050	14	*	X04046	3939	18415936	18429765	13830	+	0	inside	100	LDHA
chr11	18655846	18655950	105	*	X04051	144108	18627948	18656020	28073	-	0	inside	69	SPTY2D1
chr11	19138480	19138629	150	*	X04053	54503	19138692	19197967	59276	+	62	upstream	62	ZDHHC13
chr11	19138765	19139019	255	*	X04054	54503	19138692	19197967	59276	+	0	inside	72	ZDHHC13
chr11	19263185	19263259	75	*	X04057	79733	19245610	19263202	17593	-	0	overlapStart	0	E2F8
chr11	19263395	19263499	105	*	X04058	79733	19245610	19263202	17593	-	192	upstream	192	E2F8
chr11	20408618	20408692	75	*	X04060	10196	20409076	20530879	121804	+	383	upstream	383	PRMT3
chr11	20409008	20409097	90	*	X04061	10196	20409076	20530879	121804	+	0	overlapStart	0	PRMT3
chr11	22214487	22214621	135	*	X04062	203859	22214722	22304913	90192	+	100	upstream	100	ANO5
chr11	22851296	22851437	142	*	X04065	258010	22843598	22851382	7785	-	0	overlapStart	0	SVIP
chr11	27494596	27494712	117	*	X04067	55366	27387508	27494334	106827	-	261	upstream	261	LGR4
chr11	27528326	27528430	105	*	X04068	497258	27528399	27719718	191320	+	0	overlapStart	0	BDNF-AS
chr11	27528326	27528430	105	*	X04068	55327	27515965	27528326	12362	-	0	overlapStart	0	LIN7C
chr11	28129402	28129521	120	*	X04069	196074	28129798	28355054	225257	+	276	upstream	276	METTL15
chr11	28129402	28129521	120	*	X04069	81930	28042163	28129746	87584	-	0	inside	224	KIF18A
chr11	31529533	31529667	135	*	X04072	26610	31531297	31805329	274033	+	1629	upstream	1629	ELP4
chr11	32456941	32457040	100	*	X04079	51352	32457285	32461620	4336	+	244	upstream	244	WT1-AS
chr11	32456941	32457040	100	*	X04079	7490	32409322	32457081	47760	-	0	inside	40	WT1
chr11	32914463	32914762	300	*	X04081	79832	32914792	33014862	100071	+	29	upstream	29	QSER1
chr11	33036413	33036547	135	*	X04085	91614	33037410	33055128	17719	+	862	upstream	862	DEPDC7
chr11	33037615	33037749	135	*	X04086	91614	33037410	33055128	17719	+	0	inside	204	DEPDC7
chr11	33183411	33183500	90	*	X04087	338739	33183203	33213142	29940	+	0	inside	207	CSTF3-DT
chr11	33183411	33183500	90	*	X04087	1479	33106130	33183037	76908	-	373	upstream	373	CSTF3
chr11	33721869	33722153	285	*	X04093	100131378	33719654	33722286	2633	-	0	inside	132	C11orf91
chr11	33722319	33722467	149	*	X04094	100131378	33719654	33722286	2633	-	32	upstream	32	C11orf91
chr11	33757899	33758063	165	*	X04095	966	33724556	33758025	33470	-	0	overlapStart	0	CD59
chr11	33795787	33795936	150	*	X04096	26273	33762490	33796071	33582	-	0	inside	134	FBXO3
chr11	33796012	33796116	105	*	X04097	26273	33762490	33796071	33582	-	0	overlapStart	0	FBXO3
chr11	33796402	33796521	120	*	X04098	26273	33762490	33796071	33582	-	330	upstream	330	FBXO3
chr11	34072768	34072947	180	*	X04099	4076	34073230	34124157	50928	+	282	upstream	282	CAPRIN1
chr11	34073428	34073577	150	*	X04100	4076	34073230	34124157	50928	+	0	inside	197	CAPRIN1
chr11	34379782	34379787	6	*	X04105	25841	34172534	34379555	207022	-	226	upstream	226	ABTB2
chr11	34937956	34938015	60	*	X04109	8050	34937677	35017675	79999	+	0	inside	278	PDHX
chr11	34937956	34938015	60	*	X04109	51074	34896714	34937939	41226	-	16	upstream	16	APIP
chr11	34938046	34938165	120	*	X04110	51074	34896714	34937939	41226	-	106	upstream	106	APIP
chr11	35639853	35639972	120	*	X04111	24147	35639735	35642421	2687	+	0	inside	117	FJX1
chr11	35965529	35965798	270	*	X04113	143458	35965612	36252841	287230	+	0	overlapStart	0	LDLRAD3
chr11	43333254	43333373	120	*	X04116	8539	43333505	43366080	32576	+	131	upstream	131	API5
chr11	43380634	43380738	105	*	X04117	55761	43380435	43516483	136049	+	0	inside	198	TTC17
chr11	43601322	43601456	135	*	X04121	406918	43602944	43603033	90	+	1487	upstream	1487	MIR129-2
chr11	43601592	43601683	92	*	X04122	406918	43602944	43603033	90	+	1260	upstream	1260	MIR129-2
chr11	43963793	43963912	120	*	X04123	387763	43964106	43965433	1328	+	193	upstream	193	C11orf96
chr11	43963973	43964092	120	*	X04124	387763	43964106	43965433	1328	+	13	upstream	13	C11orf96
chr11	43964175	43964193	19	*	X04125	387763	43964106	43965433	1328	+	0	inside	68	C11orf96
chr11	44586760	44587239	480	*	X04127	3732	44587141	44641315	54175	+	0	overlapStart	0	CD82
chr11	45868959	45869082	124	*	X04131	1408	45868669	45904799	36131	+	0	inside	289	CRY2
chr11	45907158	45907242	85	*	X04133	9479	45907047	45928016	20970	+	0	inside	110	MAPK8IP1
chr11	45907346	45907465	120	*	X04134	9479	45907047	45928016	20970	+	0	inside	298	MAPK8IP1
chr11	45943314	45943433	120	*	X04138	120071	45943196	45950647	7452	+	0	inside	117	LARGE2
chr11	46142771	46142905	135	*	X04143	51317	45950870	46142985	192116	-	0	inside	79	PHF21A
chr11	46143587	46143691	105	*	X04144	51317	45950870	46142985	192116	-	601	upstream	601	PHF21A
chr11	46143761	46143865	105	*	X04145	51317	45950870	46142985	192116	-	775	upstream	775	PHF21A
chr11	46144271	46144375	105	*	X04146	51317	45950870	46142985	192116	-	1285	upstream	1285	PHF21A
chr11	46354359	46354487	129	*	X04150	8525	46354455	46402104	47650	+	0	overlapStart	0	DGKZ
chr11	46354533	46354607	75	*	X04151	8525	46354455	46402104	47650	+	0	inside	77	DGKZ
chr11	46402141	46402275	135	*	X04155	4192	46402334	46405387	3054	+	58	upstream	58	MDK
chr11	46402336	46402575	240	*	X04156	4192	46402334	46405387	3054	+	0	inside	1	MDK
chr11	46409476	46409580	105	*	X04160	1132	46406640	46408107	1468	-	1368	upstream	1368	CHRM4
chr11	46638593	46638742	150	*	X04165	9776	46638826	46697568	58743	+	83	upstream	83	ATG13
chr11	46638593	46638742	150	*	X04165	283254	46624856	46638777	13922	-	0	inside	34	HARBI1
chr11	46638998	46639117	120	*	X04166	9776	46638826	46697568	58743	+	0	inside	171	ATG13
chr11	46638998	46639117	120	*	X04166	283254	46624856	46638777	13922	-	220	upstream	220	HARBI1
chr11	46721888	46722262	375	*	X04167	79797	46722317	46727466	5150	+	54	upstream	54	ZNF408
chr11	46721888	46722262	375	*	X04167	392	46698625	46722215	23591	-	0	overlapStart	0	ARHGAP1
chr11	46740497	46740605	109	*	X04168	2147	46740743	46761056	20314	+	137	upstream	137	F2
chr11	46740653	46740667	15	*	X04169	2147	46740743	46761056	20314	+	75	upstream	75	F2
chr11	46940061	46940330	270	*	X04175	4038	46878268	46940173	61906	-	0	overlapStart	0	LRP4
chr11	46940616	46940735	120	*	X04176	4038	46878268	46940173	61906	-	442	upstream	442	LRP4
chr11	46957941	46958030	90	*	X04177	79096	46958240	47185931	227692	+	209	upstream	209	C11orf49
chr11	46958451	46958615	165	*	X04178	79096	46958240	47185931	227692	+	0	inside	210	C11orf49
chr11	47199082	47199186	105	*	X04179	84364	47185849	47198676	12828	-	405	upstream	405	ARFGAP2
chr11	47208562	47208666	105	*	X04182	29763	47199073	47208010	8938	-	551	upstream	551	PACSIN3
chr11	47291107	47291211	105	*	X04187	8567	47290927	47351582	60656	+	0	inside	179	MADD
chr11	47376431	47376565	135	*	X04190	91252	47377001	47438051	61051	+	435	upstream	435	SLC39A13
chr11	47376596	47376880	285	*	X04191	91252	47377001	47438051	61051	+	120	upstream	120	SLC39A13
chr11	47377091	47377357	267	*	X04192	91252	47377001	47438051	61051	+	0	inside	89	SLC39A13
chr11	47448134	47448253	120	*	X04197	5702	47440320	47448024	7705	-	109	upstream	109	PSMC3
chr11	47574418	47574537	120	*	X04201	10658	47487489	47574792	87304	-	0	inside	254	CELF1
chr11	47600173	47600367	195	*	X04202	55709	47593749	47600567	6819	-	0	inside	199	KBTBD4
chr11	47615959	47616093	135	*	X04207	114900	47611216	47615961	4746	-	0	overlapStart	0	C1QTNF4
chr11	47736645	47736779	135	*	X04208	79841	47681143	47736928	55786	-	0	inside	148	AGBL2
chr11	47870040	47870249	210	*	X04212	23279	47799670	47870057	70388	-	0	overlapStart	0	NUP160
chr11	48001495	48001544	50	*	X04213	5795	48002110	48192394	190285	+	565	upstream	565	PTPRJ
chr11	48001575	48001694	120	*	X04214	5795	48002110	48192394	190285	+	415	upstream	415	PTPRJ
chr11	48001875	48002264	390	*	X04215	5795	48002110	48192394	190285	+	0	overlapStart	0	PTPRJ
chr11	57091811	57092311	501	*	X04223	85456	57067103	57092413	25311	-	0	inside	101	TNKS1BP1
chr11	57102977	57103081	105	*	X04224	6749	57093459	57103351	9893	-	0	inside	269	SSRP1
chr11	57103256	57103345	90	*	X04225	6749	57093459	57103351	9893	-	0	inside	5	SSRP1
chr11	57103571	57103705	135	*	X04226	6749	57093459	57103351	9893	-	219	upstream	219	SSRP1
chr11	57226543	57226647	105	*	X04230	349667	57228339	57244384	16046	+	1691	upstream	1691	RTN4RL2
chr11	57227372	57227446	75	*	X04231	349667	57228339	57244384	16046	+	892	upstream	892	RTN4RL2
chr11	57227668	57227772	105	*	X04232	349667	57228339	57244384	16046	+	566	upstream	566	RTN4RL2
chr11	57227818	57228057	240	*	X04233	349667	57228339	57244384	16046	+	281	upstream	281	RTN4RL2
chr11	57228433	57228552	120	*	X04234	349667	57228339	57244384	16046	+	0	inside	93	RTN4RL2
chr11	57228613	57228717	105	*	X04235	349667	57228339	57244384	16046	+	0	inside	273	RTN4RL2
chr11	57283211	57283390	180	*	X04238	8501	57252004	57283192	31189	-	18	upstream	18	SLC43A1
chr11	57365036	57365155	120	*	X04242	710	57365027	57382326	17300	+	0	inside	8	SERPING1
chr11	57365276	57365470	195	*	X04243	710	57365027	57382326	17300	+	0	inside	248	SERPING1
chr11	57406347	57406706	360	*	X04250	406919	57408671	57408759	89	+	1964	upstream	1964	MIR130A
chr11	57424931	57424952	22	*	X04251	10978	57425216	57429337	4122	+	263	upstream	263	CLP1
chr11	57435705	57435854	150	*	X04252	25921	57435474	57468659	33186	+	0	inside	230	ZDHHC5
chr11	57479594	57479683	90	*	X04254	100528016	57479995	57586652	106658	+	311	upstream	311	TMX2-CTNND1
chr11	57479594	57479683	90	*	X04254	51075	57479995	57508445	28451	+	311	upstream	311	TMX2
chr11	57479594	57479683	90	*	X04254	219541	57471182	57479673	8492	-	0	overlapStart	0	MED19
chr11	58346426	58346472	47	*	X04258	386607	58346587	58393205	46619	+	114	upstream	114	ZFP91-CNTF
chr11	58346426	58346472	47	*	X04258	80829	58346587	58389023	42437	+	114	upstream	114	ZFP91
chr11	58346426	58346472	47	*	X04258	9404	58294344	58345693	51350	-	732	upstream	732	LPXN
chr11	58346579	58346860	282	*	X04259	386607	58346587	58393205	46619	+	0	overlapStart	0	ZFP91-CNTF
chr11	58346579	58346860	282	*	X04259	80829	58346587	58389023	42437	+	0	overlapStart	0	ZFP91
chr11	58346579	58346860	282	*	X04259	9404	58294344	58345693	51350	-	885	upstream	885	LPXN
chr11	58874370	58874504	135	*	X04260	374393	58874658	58894888	20231	+	153	upstream	153	FAM111B
chr11	59436303	59436482	180	*	X04270	219988	59404192	59436511	32320	-	0	inside	28	PATL1
chr11	59522784	59522948	165	*	X04271	6809	59522532	59573355	50824	+	0	inside	251	STX3
chr11	59578008	59578082	75	*	X04275	54948	59573608	59578345	4738	-	0	inside	262	MRPL16
chr11	60623451	60623585	135	*	X04281	11251	60618398	60623444	5047	-	6	upstream	6	PTGDR2
chr11	60719346	60719608	263	*	X04283	51296	60704555	60719257	14703	-	88	upstream	88	SLC15A3
chr11	60928578	60928697	120	*	X04284	55048	60897728	60928916	31189	-	0	inside	218	VPS37C
chr11	60928893	60928997	105	*	X04285	55048	60897728	60928916	31189	-	0	overlapStart	0	VPS37C
chr11	60929328	60929432	105	*	X04286	55048	60897728	60928916	31189	-	411	upstream	411	VPS37C
chr11	61062799	61062903	105	*	X04288	220001	61025758	61062788	37031	-	10	upstream	10	VWCE
chr11	61160107	61160301	195	*	X04289	51259	61159832	61166335	6504	+	0	inside	274	TMEM216
chr11	61196810	61196929	120	*	X04291	54949	61197597	61214239	16643	+	667	upstream	667	SDHAF2
chr11	61196960	61197334	375	*	X04292	54949	61197597	61214239	16643	+	262	upstream	262	SDHAF2
chr11	61196960	61197334	375	*	X04292	79869	61170120	61197464	27345	-	0	inside	129	CPSF7
chr11	61197350	61197461	112	*	X04293	54949	61197597	61214239	16643	+	135	upstream	135	SDHAF2
chr11	61197350	61197461	112	*	X04293	79869	61170120	61197464	27345	-	0	inside	2	CPSF7
chr11	61275584	61275596	13	*	X04297	100616470	61276068	61276129	62	+	471	upstream	471	MIR4488
chr11	61275584	61275596	13	*	X04297	390205	61276272	61278490	2219	+	675	upstream	675	LRRC10B
chr11	61348377	61348383	7	*	X04299	9066	61281188	61348344	67157	-	32	upstream	32	SYT7
chr11	61447302	61447317	16	*	X04301	747	61447905	61514474	66570	+	587	upstream	587	DAGLA
chr11	61520354	61520758	405	*	X04304	745	61520121	61555989	35869	+	0	inside	232	MYRF
chr11	61583015	61583104	90	*	X04312	9415	61583728	61634825	51098	+	623	upstream	623	FADS2
chr11	61583015	61583104	90	*	X04312	100302263	61582633	61582712	80	-	302	upstream	302	MIR1908
chr11	61583563	61583682	120	*	X04313	9415	61583728	61634825	51098	+	45	upstream	45	FADS2
chr11	61583563	61583682	120	*	X04313	100302263	61582633	61582712	80	-	850	upstream	850	MIR1908
chr11	61584635	61584769	135	*	X04314	100302263	61582633	61582712	80	-	1922	upstream	1922	MIR1908
chr11	61584635	61584769	135	*	X04314	3992	61567097	61584529	17433	-	105	upstream	105	FADS1
chr11	61658885	61659124	240	*	X04319	3995	61640998	61659006	18009	-	0	overlapStart	0	FADS3
chr11	61659602	61659754	153	*	X04320	3995	61640998	61659006	18009	-	595	upstream	595	FADS3
chr11	61735773	61735892	120	*	X04328	2495	61731757	61735132	3376	-	640	upstream	640	FTH1
chr11	61891634	61891783	150	*	X04331	3619	61891445	61920635	29191	+	0	inside	188	INCENP
chr11	62342451	62342555	105	*	X04341	1937	62327073	62342401	15329	-	49	upstream	49	EEF1G
chr11	62380041	62380115	75	*	X04347	6094	62380213	62382592	2380	+	97	upstream	97	ROM1
chr11	62380041	62380115	75	*	X04347	256364	62369691	62380237	10547	-	0	inside	121	EML3
chr11	62380251	62380370	120	*	X04348	6094	62380213	62382592	2380	+	0	inside	37	ROM1
chr11	62380251	62380370	120	*	X04348	256364	62369691	62380237	10547	-	13	upstream	13	EML3
chr11	62380596	62380640	45	*	X04349	256364	62369691	62380237	10547	-	358	upstream	358	EML3
chr11	62389219	62389353	135	*	X04351	26229	62382768	62389647	6880	-	0	inside	293	B3GAT3
chr11	62389414	62389518	105	*	X04352	26229	62382768	62389647	6880	-	0	inside	128	B3GAT3
chr11	62389703	62389803	101	*	X04353	26229	62382768	62389647	6880	-	55	upstream	55	B3GAT3
chr11	62432854	62432973	120	*	X04356	751071	62432779	62435954	3176	+	0	inside	74	CSKMT
chr11	62432854	62432973	120	*	X04356	692158	62432894	62433042	149	+	0	overlapStart	0	SNORA57
chr11	62438868	62438972	105	*	X04358	790955	62439126	62441162	2037	+	153	upstream	153	UQCC3
chr11	62438868	62438972	105	*	X04358	79081	62430289	62439241	8953	-	0	inside	268	LBHD1
chr11	62439364	62439438	75	*	X04359	790955	62439126	62441162	2037	+	0	inside	237	UQCC3
chr11	62439364	62439438	75	*	X04359	79081	62430289	62439241	8953	-	122	upstream	122	LBHD1
chr11	62473178	62473297	120	*	X04361	2785	62475066	62476678	1613	+	1768	upstream	1768	GNG3
chr11	62473928	62473948	21	*	X04362	2785	62475066	62476678	1613	+	1117	upstream	1117	GNG3
chr11	62494561	62494650	90	*	X04363	283237	62495584	62506108	10525	+	933	upstream	933	TTC9C
chr11	62494561	62494650	90	*	X04363	100534595	62457734	62494857	37124	-	0	inside	206	HNRNPUL2-BSCL2
chr11	62494561	62494650	90	*	X04363	221092	62480097	62494857	14761	-	0	inside	206	HNRNPUL2
chr11	62521266	62521430	165	*	X04364	79842	62518435	62521656	3222	-	0	inside	225	ZBTB3
chr11	62522211	62522330	120	*	X04365	79842	62518435	62521656	3222	-	554	upstream	554	ZBTB3
chr11	62528875	62529084	210	*	X04366	5436	62529011	62534187	5177	+	0	overlapStart	0	POLR2G
chr11	62538820	62538939	120	*	X04367	10629	62538775	62554813	16039	+	0	inside	44	TAF6L
chr11	62572590	62572784	195	*	X04369	10482	62559598	62572964	13367	-	0	inside	179	NXF1
chr11	62573430	62573564	135	*	X04370	10482	62559598	62572964	13367	-	465	upstream	465	NXF1
chr11	62599239	62599373	135	*	X04374	6811	62574332	62599563	25232	-	0	inside	189	STX5
chr11	62599494	62599658	165	*	X04375	6811	62574332	62599563	25232	-	0	overlapStart	0	STX5
chr11	62600229	62600333	105	*	X04376	6811	62574332	62599563	25232	-	665	upstream	665	STX5
chr11	63381682	63381786	105	*	X04382	11145	63341944	63381941	39998	-	0	inside	154	PLAAT3
chr11	63448970	63449089	120	*	X04383	10313	63448922	63527363	78442	+	0	inside	47	RTN3
chr11	63535739	63535858	120	*	X04393	65998	63527364	63536113	8750	-	0	inside	254	C11orf95
chr11	63536339	63536473	135	*	X04394	65998	63527364	63536113	8750	-	225	upstream	225	C11orf95
chr11	63537809	63537898	90	*	X04395	65998	63527364	63536113	8750	-	1695	upstream	1695	C11orf95
chr11	63581016	63581105	90	*	X04396	144097	63580923	63595190	14268	+	0	inside	92	SPINDOC
chr11	63606345	63606452	108	*	X04398	2011	63606400	63678492	72093	+	0	overlapStart	0	MARK2
chr11	63684758	63685031	274	*	X04404	283248	63678693	63684316	5624	-	441	upstream	441	RCOR2
chr11	63686157	63686291	135	*	X04405	283248	63678693	63684316	5624	-	1840	upstream	1840	RCOR2
chr11	63706428	63706495	68	*	X04410	79829	63706442	63724446	18005	+	0	overlapStart	0	NAA40
chr11	63706547	63706846	300	*	X04411	79829	63706442	63724446	18005	+	0	inside	104	NAA40
chr11	63994511	63994600	90	*	X04418	83707	63991271	63993726	2456	-	784	upstream	784	TRPT1
chr11	64001861	64002059	199	*	X04420	7423	64002056	64006736	4681	+	0	overlapStart	0	VEGFB
chr11	64008606	64008956	351	*	X04424	2286	64008413	64011607	3195	+	0	inside	192	FKBP2
chr11	64014361	64014435	75	*	X04432	26472	64011951	64014413	2463	-	0	overlapStart	0	PPP1R14B
chr11	64014241	64014319	79	*	X04433	26472	64011951	64014413	2463	-	0	inside	93	PPP1R14B
chr11	64018149	64018155	7	*	X04434	5331	64018995	64036924	17930	+	839	upstream	839	PLCB3
chr11	64019223	64019507	285	*	X04435	5331	64018995	64036924	17930	+	0	inside	227	PLCB3
chr11	64051968	64052102	135	*	X04439	56834	64051811	64056972	5162	+	0	inside	156	GPR137
chr11	64051968	64052102	135	*	X04439	572	64037300	64052176	14877	-	0	inside	73	BAD
chr11	64052178	64052297	120	*	X04440	572	64037300	64052176	14877	-	1	upstream	1	BAD
chr11	64052870	64053019	150	*	X04441	572	64037300	64052176	14877	-	693	upstream	693	BAD
chr11	64053425	64053529	105	*	X04442	572	64037300	64052176	14877	-	1248	upstream	1248	BAD
chr11	64053633	64053752	120	*	X04443	572	64037300	64052176	14877	-	1456	upstream	1456	BAD
chr11	64053798	64053947	150	*	X04444	572	64037300	64052176	14877	-	1621	upstream	1621	BAD
chr11	64066748	64066980	233	*	X04447	25858	64066818	64072239	5422	+	0	overlapStart	0	CATSPERZ
chr11	64071357	64071442	86	*	X04451	2101	64073044	64084210	11167	+	1601	upstream	1601	ESRRA
chr11	64072493	64072598	106	*	X04452	2101	64073044	64084210	11167	+	445	upstream	445	ESRRA
chr11	64072922	64072966	45	*	X04453	2101	64073044	64084210	11167	+	77	upstream	77	ESRRA
